event_id,event_type,vc_hash,holder_did,verifier_id,timestamp,optional,label,threat_type,campaign_id,optional_json
balanced_6847_2d3bfd09-1cc6-421c-89b9-22574e7a2919,REVOCATION,blake3:8325cfe9cb90dce282a73e008e90d98b89886e88cf6f1146cb04ea39ed5ec39b3c73155c46efea0ee02199f0acb7f510fa975d23e73b24bbf203e3baabdc5606,did:web:holder0494.identity.com,svc:insurance-portal,2024-12-22T15:47:32Z,"{'issuer_did': 'did:web:issuer3.untrusted.com', 'anchor_status': 'revoked', 'device_id': 'tok:dev-6db7a2eb', 'geo_token': 'tok:geo-jp-tokyo'}",benign,benign,,"{""issuer_did"": ""did:web:issuer3.untrusted.com"", ""anchor_status"": ""revoked"", ""device_id"": ""tok:dev-6db7a2eb"", ""geo_token"": ""tok:geo-jp-tokyo""}"
balanced_19562_22ad2798-9994-401f-8102-37dbb593052c,PRESENTATION,blake3:27a5fd49a78b6d0e18d91a20eed60d95c7a62e57496865a8a76a146609b1a77cf23a8cf9b6e172b15c18c177fdd13699a3578d7b0436088a34be42226684b73d,did:web:holder0410.identity.com,svc:fintech-app,2024-12-16T12:37:21Z,"{'issuer_did': 'did:web:issuer1.trusted.com', 'anchor_status': 'active', 'device_id': 'tok:dev-f92f1fa9', 'geo_token': 'tok:geo-de-berlin'}",benign,benign,,"{""issuer_did"": ""did:web:issuer1.trusted.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-f92f1fa9"", ""geo_token"": ""tok:geo-de-berlin""}"
balanced_20375_714dc397-e1a8-4e9f-be99-91abe3cdd225,ISSUANCE,blake3:789032c122458fe9f36b3e99bb5e1d8360906df2f86a76cb311b6bc996f8ce22b8860a49500a690861a1008f588d01374c41230f740da634576df5aad8f79886,did:web:holder0057.identity.com,svc:travel-booking,2025-01-15T05:56:57Z,"{'issuer_did': 'did:web:fake-issuer.com', 'anchor_status': 'active', 'device_id': 'tok:dev-f091ea03', 'geo_token': 'tok:geo-de-berlin'}",benign,benign,,"{""issuer_did"": ""did:web:fake-issuer.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-f091ea03"", ""geo_token"": ""tok:geo-de-berlin""}"
balanced_2948_7ea7a577-1d29-41c1-b010-0a8a7d369a25,PRESENTATION,blake3:eef96d3f7219657656abfd6bc9637c9bcb173a74c5465488486542bfd617a249de35ae5f73058aafd51bcc532eb1052cfb3c1279bb7b43f2fd077b890403fe42,did:web:holder0577.identity.com,svc:bank-app-001,2024-12-31T16:21:51Z,"{'issuer_did': 'did:web:university.edu', 'anchor_status': 'active', 'device_id': 'tok:dev-dd30c388', 'geo_token': 'tok:geo-us-ny'}",benign,benign,,"{""issuer_did"": ""did:web:university.edu"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-dd30c388"", ""geo_token"": ""tok:geo-us-ny""}"
balanced_15034_728ee67d-6adb-4960-a5cc-24f3258b04fe,REVOCATION,blake3:b81cefcea183e13ec1c88bb3269fbae0c5e18384cf28c455df3b10ac5a4bae36b872070eb30ae53a2e724e4a2ed4be12c08d1d81f76d3d91a2be2f317966d967,did:web:holder0772.identity.com,svc:fintech-app,2025-02-02T17:30:07Z,"{'issuer_did': 'did:web:university.edu', 'anchor_status': 'revoked', 'device_id': 'tok:dev-a3c71a86', 'geo_token': 'tok:geo-kr-seoul'}",benign,benign,,"{""issuer_did"": ""did:web:university.edu"", ""anchor_status"": ""revoked"", ""device_id"": ""tok:dev-a3c71a86"", ""geo_token"": ""tok:geo-kr-seoul""}"
balanced_1358_b4a006ac-28bb-4f66-ac40-8ecb062f24f1,ISSUANCE,blake3:c982b525f5ab668e986118097e003bc1baf917d354291bb7616a89ebd481ffea29cc530728372c4132e50573b3d8ea4eadfc5290bcd6fb23a4c97e5e7b1d3c71,did:web:holder0024.identity.com,svc:travel-booking,2024-12-29T13:13:55Z,"{'issuer_did': 'did:web:hospital.org', 'anchor_status': 'active', 'device_id': 'tok:dev-dbaf0e9f', 'geo_token': 'tok:geo-us-ny'}",benign,benign,,"{""issuer_did"": ""did:web:hospital.org"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-dbaf0e9f"", ""geo_token"": ""tok:geo-us-ny""}"
balanced_1655_5f408000-71b2-47de-9075-126f7526e503,ISSUANCE,blake3:208ce92ad6fe325d2361579ce41d2818cab18cfed444a1f0dd1353fdd59b27d33b859a70113a7c96db12a48892a8b7aef58e4ce310aba2b7ed8f42b2483206f4,did:web:holder0082.identity.com,svc:hospital-system,2025-01-20T00:55:43Z,"{'issuer_did': 'did:web:issuer1.trusted.com', 'anchor_status': 'active', 'device_id': 'tok:dev-c17800bf', 'geo_token': 'tok:geo-jp-tokyo'}",benign,benign,,"{""issuer_did"": ""did:web:issuer1.trusted.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-c17800bf"", ""geo_token"": ""tok:geo-jp-tokyo""}"
balanced_4244_892dd17c-8207-4ccd-833a-5fb688890be4,VERIFICATION,blake3:02707cd91476ff5a123e49b7a7851729da9292933a03823ff7d2a1b6ea5e73f59dc61022f13d4471815aa633df2032ebaf8781dd7822ea38144e8c3d0701a698,did:web:holder0084.identity.com,svc:bank-app-001,2024-12-22T09:53:02Z,"{'issuer_did': 'did:web:bank.com', 'anchor_status': 'active', 'device_id': 'tok:dev-5ded04e1', 'geo_token': 'tok:geo-jp-tokyo'}",benign,benign,,"{""issuer_did"": ""did:web:bank.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-5ded04e1"", ""geo_token"": ""tok:geo-jp-tokyo""}"
balanced_18998_a166ad9a-245f-4618-ac88-7be086353bf1,REVOCATION,blake3:720d01172469b4a73f61092963fe58fbd68c98cc944b0393c3fc6d720ad86b15aee9a072e1dae46eb0fedf5ae80d0e270438016e2e9ebdf99b3618cf01e72c5e,did:web:holder0294.identity.com,svc:hospital-system,2025-01-17T18:40:58Z,"{'issuer_did': 'did:web:university.edu', 'anchor_status': 'revoked', 'device_id': 'tok:dev-cd3979cd', 'geo_token': 'tok:geo-us-ny'}",benign,benign,,"{""issuer_did"": ""did:web:university.edu"", ""anchor_status"": ""revoked"", ""device_id"": ""tok:dev-cd3979cd"", ""geo_token"": ""tok:geo-us-ny""}"
balanced_15037_b8200053-4e73-4467-8180-a35924004073,ISSUANCE,blake3:bd0cd1031ab00f777aab87b848d494a29787895186c50830b9763ef947fe794828371d43ce355b057ede374b16bf16ce0cfedaaddded4d2708a8ba9d72585ad1,did:web:holder0545.identity.com,svc:enterprise-hr,2024-12-25T11:33:46Z,"{'issuer_did': 'did:web:fake-issuer.com', 'anchor_status': 'active', 'device_id': 'tok:dev-86fb5c36', 'geo_token': 'tok:geo-de-berlin'}",benign,benign,,"{""issuer_did"": ""did:web:fake-issuer.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-86fb5c36"", ""geo_token"": ""tok:geo-de-berlin""}"
balanced_6596_61b39c1d-4020-4576-bdc1-35c24b526d97,REVOCATION,blake3:58f16bb9a289fda2a06ade016e6924f2647e33bdd163df7368fa86d80d9a9ff6bde588295746cb4c7c300e9f3a6e746d79f72b74c9e030ed5c879755e07c67f3,did:web:holder0849.identity.com,svc:retail-app,2025-02-05T19:14:15Z,"{'issuer_did': 'did:web:fake-issuer.com', 'anchor_status': 'revoked', 'device_id': 'tok:dev-4d3582ab', 'geo_token': 'tok:geo-us-ny'}",benign,benign,,"{""issuer_did"": ""did:web:fake-issuer.com"", ""anchor_status"": ""revoked"", ""device_id"": ""tok:dev-4d3582ab"", ""geo_token"": ""tok:geo-us-ny""}"
balanced_15409_ccaad92e-f8a5-49ed-90a3-9113d4a6f9f7,ISSUANCE,blake3:eaeb971f8b41d77d314a96b596bdf30efcaeac7914f7e306451f25b271cbefb33cfecdde17c242bf8fd73a95c5ea04b90c6b50835598d57ce1f5de337bc72bd9,did:web:holder0710.identity.com,svc:insurance-portal,2025-02-08T09:51:52Z,"{'issuer_did': 'did:web:gov.id', 'anchor_status': 'active', 'device_id': 'tok:dev-a6daea72', 'geo_token': 'tok:geo-de-berlin'}",benign,benign,,"{""issuer_did"": ""did:web:gov.id"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-a6daea72"", ""geo_token"": ""tok:geo-de-berlin""}"
balanced_13621_9b5a73c5-49b1-4309-876c-72fd3bf73925,PRESENTATION,blake3:60f7ce601f256ef6d947ffc1c516007cd2ba662e4edc28356300918ef3b1ea329ceece0f1b5d3bb74be69113f2b10806df4864f210856c610856ae4401b924fc,did:web:holder0756.identity.com,svc:fintech-app,2025-01-22T06:29:04Z,"{'issuer_did': 'did:web:hospital.org', 'anchor_status': 'active', 'device_id': 'tok:dev-df112922', 'geo_token': 'tok:geo-us-ny'}",benign,benign,,"{""issuer_did"": ""did:web:hospital.org"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-df112922"", ""geo_token"": ""tok:geo-us-ny""}"
balanced_2501_8e237308-9eb1-4ea7-9ab1-96a0f100a122,PRESENTATION,blake3:68bd681481f4c8e57122be6ba186065185d04d8991ee0eb6b736584e24b37bc91509b8f44030218af5cf4e6d6f2b8cb4a49116a008398242e582de7da3174d66,did:web:holder0693.identity.com,svc:travel-booking,2025-01-08T20:03:02Z,"{'issuer_did': 'did:web:bank.com', 'anchor_status': 'active', 'device_id': 'tok:dev-1f9cae24', 'geo_token': 'tok:geo-jp-tokyo'}",benign,benign,,"{""issuer_did"": ""did:web:bank.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-1f9cae24"", ""geo_token"": ""tok:geo-jp-tokyo""}"
balanced_18694_7158b2b0-c354-4031-9c98-18ded68de926,ISSUANCE,blake3:a34ab81782619b3d7c2abaaae7c04a1a0587d613a95335b7a689e4de75f30971194686fe13c7635be0b234d919a147893000925d9cfeca9552ad74ac31950756,did:web:holder0842.identity.com,svc:university-portal,2024-12-17T01:20:56Z,"{'issuer_did': 'did:web:gov.id', 'anchor_status': 'active', 'device_id': 'tok:dev-ba47ea19', 'geo_token': 'tok:geo-de-berlin'}",benign,benign,,"{""issuer_did"": ""did:web:gov.id"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-ba47ea19"", ""geo_token"": ""tok:geo-de-berlin""}"
balanced_13400_8f2773f9-3a57-4e2a-b0b7-98353f38bd29,VERIFICATION,blake3:85ff9193c91e4408bd565417269fcae0a6f7f0b3647bdce9a8554a37fcb3d23b26ef84eca4c96a1b3bc8ee9126cfb6add7ffce2c76a8b8b4abe116488b9d883b,did:web:holder0901.identity.com,svc:gov-service,2024-12-18T14:21:41Z,"{'issuer_did': 'did:web:issuer1.trusted.com', 'anchor_status': 'active', 'device_id': 'tok:dev-703c02e3', 'geo_token': 'tok:geo-us-ny'}",benign,benign,,"{""issuer_did"": ""did:web:issuer1.trusted.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-703c02e3"", ""geo_token"": ""tok:geo-us-ny""}"
balanced_7202_5759de7b-ce8d-445c-9be7-aa4a13c21b92,REVOCATION,blake3:7da27c054f4c51e24616717350b4e6418ede71cbd1ccc9bbe298c8ac76a0a1386fa889559268c231e5603dbd45bde1403424af6e4dded45e11528b81d2d6d13b,did:web:holder0318.identity.com,svc:bank-app-001,2024-12-26T14:22:16Z,"{'issuer_did': 'did:web:university.edu', 'anchor_status': 'revoked', 'device_id': 'tok:dev-b7b6fb8d', 'geo_token': 'tok:geo-de-berlin'}",benign,benign,,"{""issuer_did"": ""did:web:university.edu"", ""anchor_status"": ""revoked"", ""device_id"": ""tok:dev-b7b6fb8d"", ""geo_token"": ""tok:geo-de-berlin""}"
balanced_17148_343a2633-5d9c-48c1-841a-8c8bb105d243,PRESENTATION,blake3:576e59a49059e5ac96765341a15c3c845dbc0bb503ec6b53c46e2def7a01b5eb5a3cd6c7bf1259139d49f31802a409813d0ea636f3b8898e2c4da46a2e3d230b,did:web:holder0244.identity.com,svc:retail-app,2025-01-13T03:07:23Z,"{'issuer_did': 'did:web:issuer2.trusted.com', 'anchor_status': 'active', 'device_id': 'tok:dev-ccc0b11f', 'geo_token': 'tok:geo-us-ny'}",benign,benign,,"{""issuer_did"": ""did:web:issuer2.trusted.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-ccc0b11f"", ""geo_token"": ""tok:geo-us-ny""}"
balanced_4028_83cffa94-0747-44d9-b31d-2ab39a6f78de,VERIFICATION,blake3:730c47b9ac50ea5cf24cee72322a77527a6514fe1a8bdf0517ab13267c3e1f6340fae673e033324fb9ae16b3d3b3fb379b4bfe80b2224179b15001dc710e1c80,did:web:holder0362.identity.com,svc:gov-service,2025-01-14T00:43:15Z,"{'issuer_did': 'did:web:issuer3.untrusted.com', 'anchor_status': 'active', 'device_id': 'tok:dev-bbef14ab', 'geo_token': 'tok:geo-de-berlin'}",benign,benign,,"{""issuer_did"": ""did:web:issuer3.untrusted.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-bbef14ab"", ""geo_token"": ""tok:geo-de-berlin""}"
balanced_18878_5a55a8bf-ee15-40f4-8677-5c895b163a3a,REVOCATION,blake3:9141df937cdde03cfcdce567db92057f81ef65354c8c71735e3dfadf711ea5cc9d09757a6d32821a61cfba2d9a9c82212b645230c5aa6843b4985aeca9161fd5,did:web:holder0191.identity.com,svc:travel-booking,2025-02-05T06:57:26Z,"{'issuer_did': 'did:web:gov.id', 'anchor_status': 'revoked', 'device_id': 'tok:dev-82b80805', 'geo_token': 'tok:geo-de-berlin'}",benign,benign,,"{""issuer_did"": ""did:web:gov.id"", ""anchor_status"": ""revoked"", ""device_id"": ""tok:dev-82b80805"", ""geo_token"": ""tok:geo-de-berlin""}"
balanced_6994_5299994f-67c7-49c0-a601-8f233ace07d3,REVOCATION,blake3:69422286229b989c35a8d65a05eb935348d4ffe7bc329270fcc4fddad3d71f310047e7ea75390d808bc9e2d4b8a27ffef0e0957189817a62c1e92e9536d1d197,did:web:holder0082.identity.com,svc:gov-service,2025-02-10T01:33:01Z,"{'issuer_did': 'did:web:issuer1.trusted.com', 'anchor_status': 'revoked', 'device_id': 'tok:dev-96a88531', 'geo_token': 'tok:geo-us-ny'}",benign,benign,,"{""issuer_did"": ""did:web:issuer1.trusted.com"", ""anchor_status"": ""revoked"", ""device_id"": ""tok:dev-96a88531"", ""geo_token"": ""tok:geo-us-ny""}"
balanced_6560_03f56979-4828-4b90-bd67-1edf3039c02d,REVOCATION,blake3:dfafb410835876e0526858b0a9af8066e840cecb5b374cd18e22c5f968abd9a25a594e325d26ab27d1784c873f56d018718b4cc2a0782718539098e7df854d43,did:web:holder0964.identity.com,svc:travel-booking,2024-12-20T00:41:13Z,"{'issuer_did': 'did:web:issuer3.untrusted.com', 'anchor_status': 'revoked', 'device_id': 'tok:dev-f2b7a168', 'geo_token': 'tok:geo-us-ny'}",benign,benign,,"{""issuer_did"": ""did:web:issuer3.untrusted.com"", ""anchor_status"": ""revoked"", ""device_id"": ""tok:dev-f2b7a168"", ""geo_token"": ""tok:geo-us-ny""}"
balanced_18545_595a8868-48e1-423d-9f9e-43355c343862,PRESENTATION,blake3:9c44e0087e1937e1b6b6fcbbb9bfc14460e6fbd02c76f053198af867ee9388aca55689bbacc59efad6c02fffa9e62c30bf60b9b5a83093c24c32c356a7e27c17,did:web:holder0322.identity.com,svc:gov-service,2025-02-03T21:58:08Z,"{'issuer_did': 'did:web:fake-issuer.com', 'anchor_status': 'active', 'device_id': 'tok:dev-9eee0c76', 'geo_token': 'tok:geo-jp-tokyo'}",benign,benign,,"{""issuer_did"": ""did:web:fake-issuer.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-9eee0c76"", ""geo_token"": ""tok:geo-jp-tokyo""}"
balanced_20644_1f17eb3c-f8c6-4e47-aef7-a18193a2fc0d,PRESENTATION,blake3:ea3010f84e01d4b36cdb189faebebbb3b70e1a0e3af73f8405b67851a6340e58b966eb40504b175b471fcd23e1b69a664d3388469c74203b1cb65ad4a34488ef,did:web:holder0316.identity.com,svc:retail-app,2025-01-09T07:07:17Z,"{'issuer_did': 'did:web:issuer2.trusted.com', 'anchor_status': 'active', 'device_id': 'tok:dev-9cee0d98', 'geo_token': 'tok:geo-us-ny'}",benign,benign,,"{""issuer_did"": ""did:web:issuer2.trusted.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-9cee0d98"", ""geo_token"": ""tok:geo-us-ny""}"
balanced_19903_009befab-6324-4e47-87ba-b6fa0912464c,ISSUANCE,blake3:bfa844d73cb117d89e85c88e5538d07bcf30eb8c40e5de84117b0cf69011e55f3b9481216a0df193b077f8ac7b38bab7e1f38a7e2680864b029feed28464fd16,did:web:holder0366.identity.com,svc:hospital-system,2024-12-19T03:17:49Z,"{'issuer_did': 'did:web:university.edu', 'anchor_status': 'active', 'device_id': 'tok:dev-c1f9849a', 'geo_token': 'tok:geo-de-berlin'}",benign,benign,,"{""issuer_did"": ""did:web:university.edu"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-c1f9849a"", ""geo_token"": ""tok:geo-de-berlin""}"
balanced_16486_e9296f97-2fdb-4aa4-8886-0b010d27b019,VERIFICATION,blake3:7a733441f8609b880a171530554d4278abba8728fd1d1dcfea8b226f79c728559fe2fed3d33ca256d71316dd8a10130babf3858b1f1bb0071ca30df03f68bab0,did:web:holder0288.identity.com,svc:travel-booking,2024-12-19T01:33:08Z,"{'issuer_did': 'did:web:gov.id', 'anchor_status': 'active', 'device_id': 'tok:dev-2bdd043a', 'geo_token': 'tok:geo-jp-tokyo'}",benign,benign,,"{""issuer_did"": ""did:web:gov.id"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-2bdd043a"", ""geo_token"": ""tok:geo-jp-tokyo""}"
balanced_127_68c30b64-38aa-470b-9f2f-d3dfb78233b3,ISSUANCE,blake3:5455ad0703e44da278a4632b53013d930c0749fe3bd51c7cf96c9a459ae0c9716fc4d0f0e5f118603a0b9487a7e88380329ed34fa17afc819db962abaab31fda,did:web:holder0500.identity.com,svc:fintech-app,2025-01-26T10:56:48Z,"{'issuer_did': 'did:web:issuer1.trusted.com', 'anchor_status': 'active', 'device_id': 'tok:dev-472f7161', 'geo_token': 'tok:geo-us-ny'}",benign,benign,,"{""issuer_did"": ""did:web:issuer1.trusted.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-472f7161"", ""geo_token"": ""tok:geo-us-ny""}"
balanced_123_be9430b5-9500-4c38-87d0-cd0cb5275bcd,ISSUANCE,blake3:3bf7f5b7be5dc8d373fa43d32c1712af4c6a2732c1bdc53c6f425300df3155640b0419900b70251b739f2840a38938c409ba8f18110b845df3110ab5687c4474,did:web:holder0812.identity.com,svc:hospital-system,2025-01-31T00:24:42Z,"{'issuer_did': 'did:web:fake-issuer.com', 'anchor_status': 'active', 'device_id': 'tok:dev-72f9cc79', 'geo_token': 'tok:geo-us-ny'}",benign,benign,,"{""issuer_did"": ""did:web:fake-issuer.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-72f9cc79"", ""geo_token"": ""tok:geo-us-ny""}"
balanced_16806_cff473a4-9363-4dc5-9a92-587ed9a2a97b,VERIFICATION,blake3:42b7915ccb1d459a5355adef30d2a1e7983536fc9141f45093fc0a9292b47871254df669c31a1d757eb8ca52efe7e76256f164ba3bcc5ab6a91681394e31a5d2,did:web:holder0919.identity.com,svc:retail-app,2025-01-23T13:23:55Z,"{'issuer_did': 'did:web:fake-issuer.com', 'anchor_status': 'active', 'device_id': 'tok:dev-3ae0851e', 'geo_token': 'tok:geo-us-ny'}",benign,benign,,"{""issuer_did"": ""did:web:fake-issuer.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-3ae0851e"", ""geo_token"": ""tok:geo-us-ny""}"
balanced_19133_8a6baf23-8156-4c87-98e1-f5d1f0294a47,ISSUANCE,blake3:7035c066973b02e68f899539666b2d84996ed8ea8227b47d7d73f582fd364b844adbc70ab268cc708f6d7de1ce349df8a7970aa884043d790e4a15b50750fd53,did:web:holder0294.identity.com,svc:university-portal,2025-01-20T10:03:58Z,"{'issuer_did': 'did:web:fake-issuer.com', 'anchor_status': 'active', 'device_id': 'tok:dev-f718c241', 'geo_token': 'tok:geo-kr-seoul'}",benign,benign,,"{""issuer_did"": ""did:web:fake-issuer.com"", ""anchor_status"": ""active"", ""device_id"": ""tok:dev-f718c241"", ""geo_token"": ""tok:geo-kr-seoul""}"
